18.0,131.0
15.0,136.0
18.0,134.0
16.0,134.0
17.0,132.0
15.0,140.0
14.0,142.0
14.0,142.0
14.0,143.0
15.0,139.0
15.0,137.0
14.0,135.0
15.0,134.0
14.0,143.0
24.0,124.0
22.0,124.0
18.0,124.0
21.0,121.0
27.0,122.0
26.0,108.0
25.0,122.0
24.0,123.0
25.0,124.0
26.0,128.0
21.0,123.0
10.0,142.0
10.0,140.0
11.0,141.0
9.0,139.0
27.0,122.0
28.0,123.0
25.0,124.0
19.0,125.0
16.0,126.0
17.0,125.0
19.0,122.0
18.0,125.0
14.0,136.0
14.0,137.0
14.0,134.0
14.0,134.0
12.0,138.0
13.0,137.0
13.0,137.0
18.0,127.0
22.0,118.0
19.0,125.0
18.0,122.0
23.0,122.0
28.0,123.0
30.0,117.0
30.0,119.0
31.0,116.0
35.0,117.0
27.0,114.0
26.0,117.0
24.0,124.0
25.0,120.0
23.0,112.0
20.0,123.0
21.0,122.0
13.0,136.0
14.0,137.0
15.0,134.0
14.0,134.0
17.0,134.0
11.0,141.0
13.0,135.0
12.0,135.0
13.0,139.0
19.0,124.0
15.0,134.0
13.0,131.0
13.0,132.0
14.0,134.0
18.0,127.0
22.0,119.0
21.0,122.0
26.0,117.0
22.0,122.0
28.0,123.0
23.0,124.0
28.0,120.0
27.0,122.0
13.0,137.0
14.0,134.0
13.0,133.0
14.0,132.0
15.0,134.0
12.0,140.0
13.0,134.0
13.0,135.0
14.0,134.0
13.0,142.0
12.0,143.0
13.0,137.0
18.0,126.0
16.0,125.0
18.0,125.0
18.0,122.0
23.0,124.0
26.0,108.0
11.0,134.0
12.0,136.0
13.0,137.0
12.0,138.0
18.0,125.0
20.0,122.0
21.0,118.0
22.0,124.0
18.0,123.0
19.0,121.0
21.0,126.0
26.0,123.0
15.0,133.0
16.0,143.0
29.0,110.0
24.0,119.0
20.0,123.0
19.0,127.0
15.0,134.0
24.0,127.0
20.0,129.0
11.0,138.0
20.0,124.0
19.0,125.0
15.0,125.0
31.0,116.0
26.0,120.0
32.0,116.0
25.0,119.0
16.0,125.0
16.0,127.0
18.0,126.0
16.0,132.0
13.0,134.0
14.0,134.0
14.0,132.0
14.0,134.0
29.0,121.0
26.0,116.0
26.0,120.0
31.0,111.0
32.0,114.0
28.0,119.0
24.0,119.0
26.0,119.0
24.0,124.0
26.0,123.0
31.0,116.0
19.0,124.0
18.0,126.0
15.0,118.0
15.0,118.0
16.0,137.0
15.0,133.0
16.0,134.0
14.0,134.0
17.0,127.0
16.0,126.0
15.0,127.0
18.0,124.0
21.0,127.0
20.0,127.0
13.0,131.0
29.0,119.0
23.0,121.0
20.0,125.0
23.0,120.0
24.0,124.0
25.0,118.0
24.0,124.0
18.0,124.0
29.0,117.0
19.0,123.0
23.0,124.0
23.0,122.0
22.0,125.0
25.0,128.0
33.0,111.0
28.0,122.0
25.0,120.0
25.0,123.0
26.0,120.0
27.0,121.0
17.5,132.0
16.0,134.0
15.5,129.0
14.5,134.0
22.0,125.0
22.0,126.0
24.0,120.0
22.5,123.0
29.0,111.0
24.5,114.0
29.0,117.0
33.0,111.0
20.0,125.0
18.0,120.0
18.5,127.0
17.5,124.0
29.5,118.0
32.0,117.0
28.0,119.0
26.5,118.0
20.0,125.0
13.0,134.0
19.0,122.0
19.0,127.0
16.5,129.0
16.5,138.0
13.0,133.0
13.0,131.0
13.0,134.0
31.5,117.0
30.0,120.0
36.0,113.0
25.5,124.0
33.5,117.0
17.5,133.0
17.0,127.0
15.5,133.0
15.0,131.0
17.5,127.0
20.5,126.0
19.0,125.0
18.5,125.0
16.0,138.0
15.5,137.0
15.5,139.0
16.0,134.0
29.0,120.0
24.5,122.0
26.0,119.0
25.5,122.0
30.5,115.0
33.5,121.0
30.0,116.0
30.5,120.0
22.0,124.0
21.5,127.0
21.5,127.0
43.1,109.0
36.1,116.0
32.8,111.0
39.4,117.0
36.1,114.0
19.9,127.0
19.4,132.0
20.2,132.0
19.2,126.0
20.5,124.0
20.2,121.0
25.1,122.0
20.5,125.0
19.4,123.0
20.6,126.0
20.8,121.0
18.6,127.0
18.1,129.0
19.2,133.0
17.7,136.0
18.1,132.0
17.5,132.0
30.0,117.0
27.5,124.0
27.2,124.0
30.9,119.0
21.1,124.0
23.2,126.0
23.8,121.0
23.9,124.0
20.3,126.0
17.0,130.0
21.6,128.0
16.2,131.0
31.5,118.0
29.5,117.0
21.5,128.0
19.8,121.0
22.3,122.0
20.2,123.0
20.6,127.0
17.0,131.0
17.6,131.0
16.5,132.0
18.2,132.0
16.9,135.0
15.5,133.0
19.2,130.0
18.5,134.0
31.9,118.0
34.1,116.0
35.7,120.0
27.4,120.0
25.4,119.0
23.0,130.0
27.2,118.0
23.9,123.0
34.2,117.0
34.5,117.0
31.8,116.0
37.3,117.0
28.4,123.0
28.8,128.0
26.8,128.0
33.5,123.0
41.5,119.0
38.1,114.0
32.1,117.0
37.2,116.0
28.0,123.0
26.4,122.0
24.3,123.0
19.1,123.0
34.3,120.0
29.8,123.0
31.3,119.0
37.0,123.0
32.2,119.0
46.6,116.0
27.9,126.0
40.8,116.0
44.3,109.0
43.4,109.0
36.4,116.0
30.0,116.0
44.6,116.0
33.8,116.0
29.8,115.0
32.7,131.0
23.7,125.0
35.0,122.0
32.4,118.0
27.2,121.0
26.6,121.0
25.8,123.0
23.5,127.0
30.0,121.0
39.1,113.0
39.0,115.0
35.1,114.0
32.3,116.0
37.0,116.0
37.7,115.0
34.1,117.0
34.7,115.0
34.4,116.0
29.9,116.0
33.0,118.0
33.7,119.0
32.4,119.0
32.9,125.0
31.6,118.0
28.1,120.0
30.7,119.0
25.4,128.0
24.2,129.0
22.4,127.0
26.6,126.0
20.2,122.0
17.6,121.0
28.0,122.0
27.0,122.0
34.0,122.0
31.0,121.0
29.0,121.0
27.0,123.0
24.0,123.0
36.0,118.0
37.0,117.0
31.0,117.0
38.0,115.0
36.0,117.0
36.0,122.0
36.0,119.0
